scenario_id,prompt_profile,repeat_index,variant_index,request_count,max_new_tokens,prompt_index,prompt_format,prompt_tokens,suffix_after_common_tokens,formatted_prompt_duplicate_group_size,formatted_prompt_duplicate_ordinal,formatted_prompt_sha256_16,token_ids_head,token_ids_tail,prompt_preview,formatted_prompt_preview
shared_prefix_mega_long_no_repeat_variant_out8_n32_rep00,shared_prefix_mega_long_no_repeat_variant,0,3201,32,8,10,chat_template,3594,24,1,0,d80405bf49e4beee,"[151644, 8948, 198, 2610, 525, 1207, 16948, 11, 3465, 553, 54364, 14817, 13, 1446, 525, 264]","[13166, 61571, 34841, 16045, 13, 58663, 1509, 220, 16, 16, 13, 151645, 198, 151644, 77091, 198]","Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook, rollout timeline, model-serving envelope, and measurement checklist. The platform is testing whether vLLM can reu","<|im_start|>system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
<|im_start|>user
Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook"
shared_prefix_mega_long_no_repeat_variant_out8_n32_rep00,shared_prefix_mega_long_no_repeat_variant,0,3201,32,8,11,chat_template,3595,25,1,0,6adb659990255fef,"[151644, 8948, 198, 2610, 525, 1207, 16948, 11, 3465, 553, 54364, 14817, 13, 1446, 525, 264]","[264, 52723, 78285, 36639, 13, 58663, 1509, 220, 16, 17, 13, 151645, 198, 151644, 77091, 198]","Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook, rollout timeline, model-serving envelope, and measurement checklist. The platform is testing whether vLLM can reu","<|im_start|>system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
<|im_start|>user
Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook"
shared_prefix_mega_long_no_repeat_variant_out8_n32_rep00,shared_prefix_mega_long_no_repeat_variant,0,3201,32,8,12,chat_template,3593,23,1,0,eb03f5d4dc636728,"[151644, 8948, 198, 2610, 525, 1207, 16948, 11, 3465, 553, 54364, 14817, 13, 1446, 525, 264]","[39844, 1487, 72354, 5904, 13, 58663, 1509, 220, 16, 18, 13, 151645, 198, 151644, 77091, 198]","Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook, rollout timeline, model-serving envelope, and measurement checklist. The platform is testing whether vLLM can reu","<|im_start|>system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
<|im_start|>user
Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook"
shared_prefix_mega_long_no_repeat_variant_out8_n32_rep00,shared_prefix_mega_long_no_repeat_variant,0,3201,32,8,13,chat_template,3597,27,1,0,965271deae6a8006,"[151644, 8948, 198, 2610, 525, 1207, 16948, 11, 3465, 553, 54364, 14817, 13, 1446, 525, 264]","[7559, 18986, 304, 18405, 13, 58663, 1509, 220, 16, 19, 13, 151645, 198, 151644, 77091, 198]","Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook, rollout timeline, model-serving envelope, and measurement checklist. The platform is testing whether vLLM can reu","<|im_start|>system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
<|im_start|>user
Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook"
shared_prefix_mega_long_no_repeat_variant_out8_n32_rep00,shared_prefix_mega_long_no_repeat_variant,0,3201,32,8,14,chat_template,3594,24,1,0,2b0a83408baf1ff7,"[151644, 8948, 198, 2610, 525, 1207, 16948, 11, 3465, 553, 54364, 14817, 13, 1446, 525, 264]","[54852, 22513, 9934, 25978, 13, 58663, 1509, 220, 16, 20, 13, 151645, 198, 151644, 77091, 198]","Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook, rollout timeline, model-serving envelope, and measurement checklist. The platform is testing whether vLLM can reu","<|im_start|>system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
<|im_start|>user
Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook"
shared_prefix_mega_long_no_repeat_variant_out8_n32_rep00,shared_prefix_mega_long_no_repeat_variant,0,3201,32,8,15,chat_template,3595,25,1,0,5fa9118c9b896809,"[151644, 8948, 198, 2610, 525, 1207, 16948, 11, 3465, 553, 54364, 14817, 13, 1446, 525, 264]","[264, 902, 33743, 2524, 13, 58663, 1509, 220, 16, 21, 13, 151645, 198, 151644, 77091, 198]","Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook, rollout timeline, model-serving envelope, and measurement checklist. The platform is testing whether vLLM can reu","<|im_start|>system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
<|im_start|>user
Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook"
shared_prefix_mega_long_no_repeat_variant_out8_n32_rep00,shared_prefix_mega_long_no_repeat_variant,0,3201,32,8,16,chat_template,3596,26,1,0,7985bf779b021c12,"[151644, 8948, 198, 2610, 525, 1207, 16948, 11, 3465, 553, 54364, 14817, 13, 1446, 525, 264]","[1573, 20409, 4628, 454, 13, 58663, 1509, 220, 16, 22, 13, 151645, 198, 151644, 77091, 198]","Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook, rollout timeline, model-serving envelope, and measurement checklist. The platform is testing whether vLLM can reu","<|im_start|>system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
<|im_start|>user
Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook"
shared_prefix_mega_long_no_repeat_variant_out8_n32_rep00,shared_prefix_mega_long_no_repeat_variant,0,3201,32,8,17,chat_template,3593,23,1,0,6921f6539aaf24e3,"[151644, 8948, 198, 2610, 525, 1207, 16948, 11, 3465, 553, 54364, 14817, 13, 1446, 525, 264]","[369, 19614, 13737, 19344, 13, 58663, 1509, 220, 16, 23, 13, 151645, 198, 151644, 77091, 198]","Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook, rollout timeline, model-serving envelope, and measurement checklist. The platform is testing whether vLLM can reu","<|im_start|>system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
<|im_start|>user
Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook"
shared_prefix_mega_long_no_repeat_variant_out8_n32_rep00,shared_prefix_mega_long_no_repeat_variant,0,3201,32,8,18,chat_template,3593,23,1,0,7787879ca687deea,"[151644, 8948, 198, 2610, 525, 1207, 16948, 11, 3465, 553, 54364, 14817, 13, 1446, 525, 264]","[45958, 3811, 56150, 14995, 13, 58663, 1509, 220, 16, 24, 13, 151645, 198, 151644, 77091, 198]","Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook, rollout timeline, model-serving envelope, and measurement checklist. The platform is testing whether vLLM can reu","<|im_start|>system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
<|im_start|>user
Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook"
shared_prefix_mega_long_no_repeat_variant_out8_n32_rep00,shared_prefix_mega_long_no_repeat_variant,0,3201,32,8,19,chat_template,3594,24,1,0,c59658bd7a663215,"[151644, 8948, 198, 2610, 525, 1207, 16948, 11, 3465, 553, 54364, 14817, 13, 1446, 525, 264]","[504, 41733, 9934, 37623, 13, 58663, 1509, 220, 17, 15, 13, 151645, 198, 151644, 77091, 198]","Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook, rollout timeline, model-serving envelope, and measurement checklist. The platform is testing whether vLLM can reu","<|im_start|>system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
<|im_start|>user
Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook"
shared_prefix_mega_long_no_repeat_variant_out8_n32_rep00,shared_prefix_mega_long_no_repeat_variant,0,3201,32,8,20,chat_template,3594,24,1,0,b5efaa542d653237,"[151644, 8948, 198, 2610, 525, 1207, 16948, 11, 3465, 553, 54364, 14817, 13, 1446, 525, 264]","[369, 419, 6500, 8286, 13, 58663, 1509, 220, 17, 16, 13, 151645, 198, 151644, 77091, 198]","Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook, rollout timeline, model-serving envelope, and measurement checklist. The platform is testing whether vLLM can reu","<|im_start|>system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
<|im_start|>user
Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook"
shared_prefix_mega_long_no_repeat_variant_out8_n32_rep00,shared_prefix_mega_long_no_repeat_variant,0,3201,32,8,21,chat_template,3596,26,1,0,23373dfa3b81a428,"[151644, 8948, 198, 2610, 525, 1207, 16948, 11, 3465, 553, 54364, 14817, 13, 1446, 525, 264]","[32298, 304, 34426, 8473, 13, 58663, 1509, 220, 17, 17, 13, 151645, 198, 151644, 77091, 198]","Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook, rollout timeline, model-serving envelope, and measurement checklist. The platform is testing whether vLLM can reu","<|im_start|>system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
<|im_start|>user
Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook"
shared_prefix_mega_long_no_repeat_variant_out8_n32_rep00,shared_prefix_mega_long_no_repeat_variant,0,3201,32,8,22,chat_template,3593,23,1,0,087226211bf3233f,"[151644, 8948, 198, 2610, 525, 1207, 16948, 11, 3465, 553, 54364, 14817, 13, 1446, 525, 264]","[2297, 6500, 4201, 10488, 13, 58663, 1509, 220, 17, 18, 13, 151645, 198, 151644, 77091, 198]","Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook, rollout timeline, model-serving envelope, and measurement checklist. The platform is testing whether vLLM can reu","<|im_start|>system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
<|im_start|>user
Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook"
shared_prefix_mega_long_no_repeat_variant_out8_n32_rep00,shared_prefix_mega_long_no_repeat_variant,0,3201,32,8,23,chat_template,3594,24,1,0,208ed5172bee3ef1,"[151644, 8948, 198, 2610, 525, 1207, 16948, 11, 3465, 553, 54364, 14817, 13, 1446, 525, 264]","[817, 22973, 27445, 35036, 13, 58663, 1509, 220, 17, 19, 13, 151645, 198, 151644, 77091, 198]","Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook, rollout timeline, model-serving envelope, and measurement checklist. The platform is testing whether vLLM can reu","<|im_start|>system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
<|im_start|>user
Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook"
shared_prefix_mega_long_no_repeat_variant_out8_n32_rep00,shared_prefix_mega_long_no_repeat_variant,0,3201,32,8,24,chat_template,3596,26,1,0,144c59cfc197ff01,"[151644, 8948, 198, 2610, 525, 1207, 16948, 11, 3465, 553, 54364, 14817, 13, 1446, 525, 264]","[9252, 36680, 18405, 3164, 13, 58663, 1509, 220, 17, 20, 13, 151645, 198, 151644, 77091, 198]","Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook, rollout timeline, model-serving envelope, and measurement checklist. The platform is testing whether vLLM can reu","<|im_start|>system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
<|im_start|>user
Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook"
shared_prefix_mega_long_no_repeat_variant_out8_n32_rep00,shared_prefix_mega_long_no_repeat_variant,0,3201,32,8,25,chat_template,3597,27,1,0,86f4f20988b810c8,"[151644, 8948, 198, 2610, 525, 1207, 16948, 11, 3465, 553, 54364, 14817, 13, 1446, 525, 264]","[1091, 264, 4911, 9252, 13, 58663, 1509, 220, 17, 21, 13, 151645, 198, 151644, 77091, 198]","Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook, rollout timeline, model-serving envelope, and measurement checklist. The platform is testing whether vLLM can reu","<|im_start|>system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
<|im_start|>user
Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook"
shared_prefix_mega_long_no_repeat_variant_out8_n32_rep00,shared_prefix_mega_long_no_repeat_variant,0,3201,32,8,26,chat_template,3594,24,1,0,833dde855947c4d5,"[151644, 8948, 198, 2610, 525, 1207, 16948, 11, 3465, 553, 54364, 14817, 13, 1446, 525, 264]","[13166, 61571, 34841, 16045, 13, 58663, 1509, 220, 17, 22, 13, 151645, 198, 151644, 77091, 198]","Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook, rollout timeline, model-serving envelope, and measurement checklist. The platform is testing whether vLLM can reu","<|im_start|>system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
<|im_start|>user
Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook"
shared_prefix_mega_long_no_repeat_variant_out8_n32_rep00,shared_prefix_mega_long_no_repeat_variant,0,3201,32,8,27,chat_template,3595,25,1,0,c681a7ca860358d2,"[151644, 8948, 198, 2610, 525, 1207, 16948, 11, 3465, 553, 54364, 14817, 13, 1446, 525, 264]","[264, 52723, 78285, 36639, 13, 58663, 1509, 220, 17, 23, 13, 151645, 198, 151644, 77091, 198]","Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook, rollout timeline, model-serving envelope, and measurement checklist. The platform is testing whether vLLM can reu","<|im_start|>system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
<|im_start|>user
Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook"
shared_prefix_mega_long_no_repeat_variant_out8_n32_rep00,shared_prefix_mega_long_no_repeat_variant,0,3201,32,8,28,chat_template,3593,23,1,0,837965f6b91e55ec,"[151644, 8948, 198, 2610, 525, 1207, 16948, 11, 3465, 553, 54364, 14817, 13, 1446, 525, 264]","[39844, 1487, 72354, 5904, 13, 58663, 1509, 220, 17, 24, 13, 151645, 198, 151644, 77091, 198]","Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook, rollout timeline, model-serving envelope, and measurement checklist. The platform is testing whether vLLM can reu","<|im_start|>system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
<|im_start|>user
Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook"
shared_prefix_mega_long_no_repeat_variant_out8_n32_rep00,shared_prefix_mega_long_no_repeat_variant,0,3201,32,8,29,chat_template,3597,27,1,0,c1fed97b040a4909,"[151644, 8948, 198, 2610, 525, 1207, 16948, 11, 3465, 553, 54364, 14817, 13, 1446, 525, 264]","[7559, 18986, 304, 18405, 13, 58663, 1509, 220, 18, 15, 13, 151645, 198, 151644, 77091, 198]","Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook, rollout timeline, model-serving envelope, and measurement checklist. The platform is testing whether vLLM can reu","<|im_start|>system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
<|im_start|>user
Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook"
shared_prefix_mega_long_no_repeat_variant_out8_n32_rep00,shared_prefix_mega_long_no_repeat_variant,0,3201,32,8,30,chat_template,3594,24,1,0,d26a1e85217c46f2,"[151644, 8948, 198, 2610, 525, 1207, 16948, 11, 3465, 553, 54364, 14817, 13, 1446, 525, 264]","[54852, 22513, 9934, 25978, 13, 58663, 1509, 220, 18, 16, 13, 151645, 198, 151644, 77091, 198]","Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook, rollout timeline, model-serving envelope, and measurement checklist. The platform is testing whether vLLM can reu","<|im_start|>system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
<|im_start|>user
Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook"
shared_prefix_mega_long_no_repeat_variant_out8_n32_rep00,shared_prefix_mega_long_no_repeat_variant,0,3201,32,8,31,chat_template,3595,25,1,0,bb7708a325e39c75,"[151644, 8948, 198, 2610, 525, 1207, 16948, 11, 3465, 553, 54364, 14817, 13, 1446, 525, 264]","[264, 902, 33743, 2524, 13, 58663, 1509, 220, 18, 17, 13, 151645, 198, 151644, 77091, 198]","Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook, rollout timeline, model-serving envelope, and measurement checklist. The platform is testing whether vLLM can reu","<|im_start|>system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
<|im_start|>user
Payments Relay shared incident packet. Every request in this batch begins with the same payment authorization gateway runbook"
matched_unique_prefix_mega_long_no_repeat_variant_out8_n32_rep00,matched_unique_prefix_mega_long_no_repeat_variant,0,3201,32,8,0,chat_template,3576,3552,1,0,4245395336161dc7,"[151644, 8948, 198, 2610, 525, 1207, 16948, 11, 3465, 553, 54364, 14817, 13, 1446, 525, 264]","[9252, 47430, 4344, 855, 7559, 2783, 369, 419, 8160, 7162, 13, 151645, 198, 151644, 77091, 198]","Atlas-01 Payments Relay control packet. This request starts with a distinct tenant marker, dashboard route, owner alias, timeline summary, and mitigation note before it reaches the common payment authorization gateway vocabulary. It intenti","<|im_start|>system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
<|im_start|>user
Atlas-01 Payments Relay control packet. This request starts with a distinct tenant marker, dashboard route, owner alias, time"
matched_unique_prefix_mega_long_no_repeat_variant_out8_n32_rep00,matched_unique_prefix_mega_long_no_repeat_variant,0,3201,32,8,1,chat_template,3577,3553,1,0,8a30f79c5cfdd630,"[151644, 8948, 198, 2610, 525, 1207, 16948, 11, 3465, 553, 54364, 14817, 13, 1446, 525, 264]","[2118, 5546, 1265, 3271, 421, 4734, 84648, 25978, 374, 7373, 13, 151645, 198, 151644, 77091, 198]","Beacon-02 Payments Relay control packet. This request starts with a distinct tenant marker, dashboard route, owner alias, timeline summary, and mitigation note before it reaches the common payment authorization gateway vocabulary. It intent","<|im_start|>system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
<|im_start|>user
Beacon-02 Payments Relay control packet. This request starts with a distinct tenant marker, dashboard route, owner alias, tim"
matched_unique_prefix_mega_long_no_repeat_variant_out8_n32_rep00,matched_unique_prefix_mega_long_no_repeat_variant,0,3201,32,8,2,chat_template,3576,3552,1,0,b8855927b2fa5de1,"[151644, 8948, 198, 2610, 525, 1207, 16948, 11, 3465, 553, 54364, 14817, 13, 1446, 525, 264]","[825, 7901, 3856, 421, 6500, 10010, 12289, 1212, 419, 53596, 13, 151645, 198, 151644, 77091, 198]","Cinder-03 Payments Relay control packet. This request starts with a distinct tenant marker, dashboard route, owner alias, timeline summary, and mitigation note before it reaches the common payment authorization gateway vocabulary. It intent","<|im_start|>system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
<|im_start|>user
Cinder-03 Payments Relay control packet. This request starts with a distinct tenant marker, dashboard route, owner alias, tim"
matched_unique_prefix_mega_long_no_repeat_variant_out8_n32_rep00,matched_unique_prefix_mega_long_no_repeat_variant,0,3201,32,8,3,chat_template,3602,3578,1,0,76ee19a0407adee4,"[151644, 8948, 198, 2610, 525, 1207, 16948, 11, 3465, 553, 54364, 14817, 13, 1446, 525, 264]","[2456, 518, 1378, 11, 3040, 11, 323, 8063, 34035, 7388, 13, 151645, 198, 151644, 77091, 198]","Drift-04 Payments Relay control packet. This request starts with a distinct tenant marker, dashboard route, owner alias, timeline summary, and mitigation note before it reaches the common payment authorization gateway vocabulary. It intenti","<|im_start|>system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
<|im_start|>user
Drift-04 Payments Relay control packet. This request starts with a distinct tenant marker, dashboard route, owner alias, time"
